timestamp,x,y,z,qx,qy,qz,qw,mean_error
564.027641,0.8101937346547406,0.006539564455439328,1.1196102377106323,0.09137821764311078,0.22955276109114847,-0.6829306465889147,0.6874309297416326,0.49617908500429414
564.110682,0.8196725809956926,0.015772392861621843,1.1165630953508572,-0.08682779269999184,-0.22671620663555944,0.6912017020233288,-0.6806621064696367,0.65971156253612
564.193725,0.8399056947388,0.03499653039303052,1.111268957312151,-0.07434051809433455,-0.222598309462848,0.7070946395694575,-0.6670387175313643,0.3742453472319007
564.276767,0.8595286747393008,0.054154309801510564,1.1030788578151862,-0.061569690337769656,-0.21865055688025392,0.7240387060981495,-0.6512826262686452,0.4570726006431598
564.318290,0.8734381370430113,0.06376093086907574,1.105093913780167,-0.05487870449949928,-0.21654590573937288,0.7320967233066378,-0.643529786586181,0.49867450933705143
564.359810,0.8837801172133256,0.07321916747252374,1.101919410542672,-0.04925095523430848,-0.21150478326269595,0.7398717971433179,-0.6367336914734647,0.40981777982589085
564.401331,0.8948976598896643,0.08249845119503352,1.0984868785331554,-0.04482582792557706,-0.20874636639077024,0.7477971734208436,-0.6286612657808922,0.29757815369198376
564.442852,0.9054342681862131,0.09100392568557789,1.097503137466904,-0.04013622042401494,-0.20352295108552293,0.7557323567563351,-0.6211570631837252,0.40810902023223433
564.484374,0.9441993117836494,0.10370917542923258,1.1313495632947226,-0.015597927652675174,-0.1670229157621343,0.7607268710076553,-0.6270204765317949,1.105669276873531
638.854503,0.0438786930323256,-0.7732869909479299,1.502772010726741,0.0071720931350414885,0.04060658295294285,0.75459398006429,0.6548950998073522,1.8957245142563368
638.896025,0.04390042242959337,-0.7655169078895431,1.505852826610623,-0.0018066820104341683,0.0008467070782320503,0.7535434740459295,0.6573950499585682,0.20395581859274714
638.937546,0.04311604142170201,-0.75372212257793,1.5042412401818333,-0.00029594991591651195,0.0007766818321718267,0.7521386895531605,0.6590043253698971,0.05904409586150669
638.979066,0.042029165927593856,-0.7410870757002669,1.4993590437786612,0.00010505549056759069,0.0011727420191669999,0.7502015255645138,0.6612082007054786,0.07116429851031839
639.020588,0.04056126415285352,-0.7291260088750107,1.4983750130786544,-0.005495945419159558,-0.005645400276051611,0.7482058239084124,0.6634199040646931,0.053055433993716525
639.062114,0.0392962952257041,-0.7167823433509961,1.4944071114045177,-0.004466995082447797,-0.0022219685876346176,0.7470269748156366,0.6647750053276126,0.10321785328754049
639.103630,0.037984181194538585,-0.7046407727744971,1.4918721929073824,-0.006346206522833325,-0.006031189272496285,0.744991204904985,0.6670168326458843,0.09522512100508854
639.145151,0.03679422806028027,-0.6926364670343962,1.4899070712833913,-0.007043527061951924,-0.005702933514037278,0.744052853198407,0.6680592914728242,0.09086425733288131
639.186674,0.03546735408638104,-0.6793557508229577,1.4839049304006666,-0.007810137903871117,-0.0048194586513676555,0.7427952107384793,0.6694557860443126,0.1723951675618729
639.228193,0.0340413950346219,-0.6683260623918339,1.483466553217317,-0.005747414568613836,-0.0045775605871287055,0.7417776342929286,0.6706056623885859,0.17041470651078822
639.269714,0.03261210044668818,-0.6563053071002715,1.4801801911747197,-0.008091022771789512,-0.0054747924524353635,0.7406697880416356,0.671798204136084,0.08675963530787031
639.311235,0.031111774088309268,-0.6447766257963174,1.4785617930379673,-0.008669310903541418,-0.005802390602466599,0.7390117801442836,0.6736117309843491,0.0640503654303386
639.352756,0.029282485955471053,-0.6333084381252814,1.4771882655648536,-0.008810953482917085,-0.0054475679027430135,0.7387116613651272,0.6739419652060853,0.05153813909194361
639.394277,0.027229430775439004,-0.621060126940485,1.4733539808042395,-0.010264131607130368,-0.006077072981453081,0.7377626422707692,0.6749548136401301,0.07163676396985685
639.435801,0.025031268006020506,-0.609739709657143,1.4719773522955186,-0.008386174805738689,-0.0048749194844301905,0.7374321520442864,0.6753515590886575,0.029705911473792722
639.477322,0.022818947977640926,-0.5986605649644482,1.4713351837364368,-0.009632325895725642,-0.00613335226274641,0.7363073511835166,0.6765508738306183,0.07711918190019515
639.518842,0.02071020587059615,-0.587610067151538,1.469882299892253,-0.008165718824303815,-0.006009745666511722,0.7364391139158539,0.6764278494325455,0.07044530466912631
639.560362,0.018592659421306956,-0.5766991855468653,1.4694679042055219,-0.00898396840270763,-0.006990308939548991,0.7356619846414748,0.6772531788378959,0.07908755103425058
639.601883,0.016865143759134917,-0.5660197166577517,1.468571103358866,-0.011948068314712103,-0.008353370784558,0.735143723629905,0.677754506047463,0.07171813923162013
639.643404,0.015132657135900573,-0.5547096555898604,1.4650820964927815,-0.015112109344840273,-0.00987682788668973,0.7343893047646151,0.6784883355440916,0.040566458077652516
639.684925,0.0129453325469747,-0.5451617110205356,1.4687845403699837,-0.011651298876988929,-0.010434230611983246,0.7349764774759423,0.677912200526787,0.06260321079531012
639.726448,0.009272140032192332,-0.5337847728731636,1.462743616875053,-0.019237015791334307,-0.01069961309009519,0.7337351213121511,0.679078955097424,0.03267135564783325
639.767968,0.0035476426286262233,-0.5242703153514309,1.4620944115946748,-0.017651911297344,-0.01347279020172896,0.7339880752948925,0.6787992334089883,0.07564532534046958
639.809490,-0.004256456016610651,-0.5159174452562165,1.4610372292080909,-0.015457379292511182,-0.01303308546000571,0.7349006729109226,0.6778732986804191,0.030504207063197113
639.851011,-0.01389225033384409,-0.5089019891500111,1.4590458823991814,-0.01903122440357796,-0.015976172417110558,0.7348049658175939,0.6778231602876994,0.13946092729705634
639.892532,-0.024727495905325036,-0.5025884990678768,1.459087599308575,-0.017999180341261602,-0.021545137931753534,0.7349983855707988,0.6774874240507079,0.06244882250626348
639.934053,-0.03585835046508522,-0.4965422881362027,1.4549489530116442,-0.023657276804155046,-0.017574776014288113,0.7356981556625631,0.6766680753936617,0.08466662556672881
639.975574,-0.04784808043298242,-0.49057863862630524,1.4535219649901254,-0.021227688485136047,-0.030527332503957595,0.7364032537018215,0.67552032919013,0.017711658362979332
640.017095,-0.059537348428596024,-0.4838505039101003,1.4458649066206173,-0.027112596855936397,-0.029468021347755263,0.7376733837475757,0.6739692290601832,0.14117206136549548
640.058617,-0.0692893569185218,-0.477665702996237,1.4425592592940044,-0.029385886010195608,-0.030274971899230094,0.7388150660925001,0.672586198114882,0.12278102516688773
640.100138,-0.07986776326073926,-0.4637894677765459,1.4357506496553123,-0.03482789837341945,-0.03273708727361289,0.7414728235031959,0.6692782325893539,0.03835088169703106
640.183178,-0.08087106722841128,-0.4550274136253835,1.4299500253609148,-0.038268403079205655,-0.04070141441054044,0.7427558476254308,0.6672276036023814,0.13999139131117608
640.224700,-0.08085482747916009,-0.44800061353532306,1.4279441894246276,-0.036595137083104703,-0.03772078499036126,0.7448074173863763,0.6652066215303452,0.06583917204352577
640.266222,-0.07884150071922186,-0.44011782264518096,1.4265568118231207,-0.034849044723377055,-0.04434059118044926,0.7467050077113041,0.6627602036291087,0.056016672679848376
640.307743,-0.07518304822992163,-0.43117924807396585,1.4223760328374064,-0.04070848091489608,-0.044323478357322685,0.7482226649157316,0.6607125642473513,0.1723589660063395
640.349264,-0.0705038763228436,-0.4238030313645441,1.4235828632116794,-0.04089645793698031,-0.04393012308288413,0.7510736033213813,0.6574846510816567,0.09719268618939875
640.390785,-0.06450242344006486,-0.41428847674080704,1.4208677554283349,-0.03943895318582702,-0.045216675230142375,0.7527839766674257,0.655527501883418,0.12259429167065368
640.432306,-0.05790165139287588,-0.40530578393207745,1.4193216328264846,-0.04447675729408853,-0.04728802376058967,0.7546341966283378,0.6529264048486046,0.1196768058693065
640.473828,-0.050282114915444265,-0.3952557369382904,1.4169243234346354,-0.04587165020878988,-0.04817853190234112,0.7571788078032257,0.6498114140152844,0.1347560188600495
640.515348,-0.04212360209312267,-0.38523872037772866,1.4144196397829951,-0.045362031914207755,-0.04477817488113837,0.7598161986264899,0.6470058310554234,0.21409318120038703
640.556870,-0.03340314257757425,-0.3751106788220201,1.4139130675227563,-0.046131356528761505,-0.04399804514359999,0.76225511086345,0.6441298129499268,0.20257916949897078
