timestamp,x,y,z,qx,qy,qz,qw
561.868541106,0.6953356803197451,-0.1849637286097929,1.1626888468681233,0.14916106613288344,0.2257965921914182,-0.5484670053075984,0.7911705374909753
562.200711413,0.6740083372403662,-0.1662803669634449,1.1699970610227663,0.1560255414372227,0.21868843290738707,-0.5490484785213292,0.7914399332641399
562.574400406,0.6495136586981589,-0.14612620473996812,1.1799980561417303,0.1643686613951573,0.21041409372113506,-0.5501592597094381,0.7912228771153172
562.906570066,0.6400050223141774,-0.1252727318171679,1.183917089441173,0.16897015980448782,0.20689153436415317,-0.551767560138711,0.7900617302987571
563.23873862,0.6544242113936676,-0.09401035575229746,1.1859045193823605,0.17162736330622294,0.20586770352672337,-0.5539892455409557,0.7881995005289902
563.570912506,0.7024921655905504,-0.07597749907530943,1.163786743232558,0.15669460509346675,0.21962940309826587,-0.5846282239938521,0.7651271565818955
563.944597659,0.7782698115667468,-0.02834441894379553,1.1416302485890701,0.11933192990081906,0.21937452730786253,-0.6498411266747569,0.7178727027521528
564.318290006,0.8764349241875692,0.054556541317544144,1.1255363478403577,-0.06369430893817533,-0.20108844413621252,0.7229550001239125,-0.6579076990274542
639.020587646,0.0415737759816845,-0.7448572303557464,1.5065376808206978,-0.0110974154382972,0.000731008259188861,0.749604309592614,0.6617927863294487
639.352756356,0.030672758902094758,-0.647277941366168,1.4835674800594858,-0.01117366514638311,-0.0024328286214408247,0.7394201452879342,0.6731471453511968
639.684924748,0.014668530599399616,-0.5561591825798108,1.4684817887472112,-0.017369728818754784,-0.008977462824446702,0.7343300983586762,0.6785108726664116
640.017095245,-0.04841095545468413,-0.49147114867957886,1.4552451337659837,-0.022269820523991533,-0.030287084294590354,0.7365542849797776,0.6753329052376246
640.39078508,-0.07074509355197363,-0.42336351823903035,1.4211544246181864,-0.043361659932339154,-0.047491749036736565,0.750120612100782,0.6581666715376068
640.722956778,-0.004082858598180686,-0.3422610189309669,1.4086853772828547,-0.04240554269012134,-0.043213971115729485,0.770428172998973,0.6346453757012885
641.055123205,0.0724957239004366,-0.24386596244637032,1.3951358077931018,-0.041136703821616286,-0.02444719342693237,0.7895816333442628,0.6117768797671623
641.428813473,0.11565766841811674,-0.12689159667558456,1.383828551303556,-0.04482460783030359,-0.002703696161456965,0.7952946106624724,0.6045576290240267
641.760982509,0.12925584568294232,-0.0348996735692184,1.362150438286338,-0.0374297425336219,0.011924158417042285,0.7821731207576412,0.6218215483433849
642.134672533,0.09807625158030171,0.05720516302504753,1.348792698807289,-0.03309156054299205,0.022612550378794363,0.7540518807052532,0.6555908650912293
642.462999317,0.03370071458860096,0.11994982423871228,1.332625284269046,-0.052976021407483365,0.0005948905619342369,0.7333257639914733,0.677810084852221
642.795170544,0.018851011109405885,0.1519851959426509,1.3232318506663376,-0.04250917723905981,-0.008170475520977646,0.7243584035194384,0.6880633084469698
643.168859355,0.09770120521729833,0.10322042714888513,1.3164374195325803,0.02642454709599571,-0.0108542722637965,0.7158856054107596,0.6976329465055854
643.542549122,0.18558815203231657,0.018558121516208573,1.2945208990191468,0.09763268583258099,-0.03605366951821248,0.7023079578729984,0.7042240580096983
643.87472091,0.2131618850590153,-0.05693547159413797,1.273449279169291,0.1422757111402058,-0.06813782549906978,0.6870074600052887,0.7093205260338153
644.206887844,0.19543213061051,-0.11577437676810066,1.2582356889700912,0.1709171782495183,-0.10036964686416028,0.6718844755332181,0.7136417194258184
644.539060284,0.16100352531794523,-0.14659611743514617,1.250879469295163,0.18085777742076733,-0.13359375869108045,0.6588230306330605,0.7179104305501343
644.871226805,0.14007121669174655,-0.10877751340303216,1.260749929509417,0.1732341227229351,-0.14025266755833413,0.6360470808340511,0.7387579027866089
645.20339513,0.15755607143702424,-0.017291691671151313,1.2851264291143252,0.15720547358548742,-0.1213275461165365,0.6058029789923567,0.7704341738734649
645.535564931,0.2070733207862677,0.10161671472522137,1.3083479828832465,0.1377335215667222,-0.0914490022612841,0.5722570133588161,0.8032362464953214
645.867733355,0.2798628780837337,0.2295839691670966,1.3180574778929708,0.11166020292735869,-0.05506757349386897,0.5360559153191016,0.834951266292302
646.199902534,0.37189320304542023,0.3474622992567741,1.312866246147785,0.09458369195568939,-0.015973813242765113,0.4913875530089852,0.8656425562865763
646.532073987,0.46589215696607994,0.4350634313186672,1.2979599141503741,0.0754510733800477,0.022956652373064282,0.43954463061167476,0.8947517227354567
